date,review,rating,isEdited,userName,title,developerResponse,App_Name
2018-09-29 17:38:28,"This app has been available in the App Store to everyone for 10 months but only a select group can actually use it.  The Aetna app for everyone else is horrible.  When will testing of this app wrap up so everyone can use it?

I am still stunned that a beta version of an app is in the App Store.  I think standard practice would be to have testers use TestFlight to avoid confusion by have two Aetna apps in the App Store.",1,False,PaulyWorld,How long does it take to test?,,Aetna Health 
2023-09-25 15:34:36,We are looking for an endocrinologist and the search brings up places near us and when called they laugh and say they have none! Frustrating!,3,False,Makmak704,No current updates on website!,,Aetna Health 
2023-09-12 05:01:42,I made over 15 calls to the customer services department in the Philippine to correct the wrong PCP and IPA.  Each call would last over 15 minutes due to long holding time.  After giving them the correct PCP and medical group….the end results are the same…wrong PCP and wrong IPA showed up on my ID card.  I still can’t see my primary care physician.,1,False,feefeechu,Useless Customer Service,,Aetna Health 
2020-06-04 19:51:24,"Sharee did an awesome job helping me today!  I had a question about a charge on a bill. Sharee called my provider with me. When they explained what the charge was for, Sharee even stepped in for me. I really appreciate the care I felt from Aetna!  Thank you Sharee!!!",5,False,DEANK Amazing,Awesome!,,Aetna Health 
2022-11-21 23:24:47,"Changed employers and benefits, and needed to get some info from aetna health to resolve some issues. Could not log in and was not given any contextual help. Was forced to call in and was given the runaround. Typical insurance company. “Digital” anything is lipstick on the proverbial pig. They’d rather use valuable design time to explain why I’m wrong than actually help me resolve my issues.",1,False,Expeditious1,Poor user experience for members,,Aetna Health 
2022-07-12 21:10:06,"The provider finder gives outdated info so it’s really useless. 
The pharmacy portion of the app doesn’t work well either, it’s impossible to manage Rx’s in this portal. 
Best of all, the app itself is usually down when you need it most. 

All in all it truly and faithfully replicates the helpless feeling of being insured by Aetna. It’s a virtual masterpiece of medical tyranny delivered right to your phone.",1,False,90068 iTunes,Nothing works in this app,,Aetna Health 
2020-08-09 05:26:41,"This is absolutely ridiculous. Last week I was able to log in via the app and see my providers. The app was connected to Teladoc, so I could easily see who I was able to be treated by. Now I need to go through the website and Teladoc separately. The website is so much more difficult to navigate and doesn’t make it clear whether Teladoc visits are covered.",1,False,Jessily00987,App is Limited to Certain Users in the Middle of a Pandemic,"{'id': 17196329, 'body': 'Hello, Jessily00987. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2020-08-10T21:11:37Z'}",Aetna Health 
2023-04-17 22:20:15,The app is great but the one flaw I have noticed is that there is no option to make a payment. That would be helpful to make it a one stop service app. And if there is a way to pay I certainly didn’t find it.,3,False,Ckvictoria,My aetna app has one flaw,,Aetna Health 
2019-11-12 01:49:30,"I hope AETNA didn’t use much of our premiums money for this App. Because it’s nothing special. 

Overlapping text on iPad Pro and iPhone 11 blocking access to buttons. Claims provide minimum information. No info on my claims filed and received 3 weeks ago. They don’t even show. And view my insurance card is BLANK.

Did this APP pass a quality control group ?  Did I say .. this is not much better than a 3rd year college student Lab project APP.",1,False,MrT0560,Unimpressive App,,Aetna Health 
2019-09-14 12:25:41,"I received an email from Aetna telling me to download the new app. I went to download the app and was told on the app that it’s only available for a limited audience, in which I am not yet included. Aetna should only contact those customers for whom the app is ready and explain to all customers that the app is in a beta testing mode and will be available to all people by such and such date.",1,False,kajaj,Confusing solicitation from Aetna about this app,"{'id': 10734044, 'body': 'Hello kajan. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to walk you through the app. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2019-09-17T22:04:39Z'}",Aetna Health 
2019-04-22 23:33:01,What’s the use of having an app and having a class on how to use the app when you search for doctors and up with nothing local all doctors are far or in another state why use this waste of time   Checked my address everything is correct but not one doctor local impossible.  Had to go on the website to find doctors in the next town what a waste of time,1,False,angry and hurting,What’s the us of having an app,,Aetna Health 
2023-01-16 16:15:39,I enjoy going to the app to find what I need when I need it. One of the most user friendly apps I’ve used.,5,False,GiGi Amazing,User friendly,,Aetna Health 
2022-10-07 16:23:48,"Something always doesn’t work with this app whether it’s randomly not being able to log in or clicking in something and getting an error message or Touch ID not working. Piece of garbage. That said, the website is not much better.",2,False,Rich Cassone,Always broken,,Aetna Health 
2021-10-31 17:41:11,"I  am struggling lot , due to false information that your customer representatives was  provided .They will  provide some false information just to avoid & escape  from the work .  There is  no proper transition or conversation logs to  trace back , what they confirmed in previous conversations .  

I think , you’re poor service is not even deserve a 1 star rating.",1,False,abc246813579,False information .,,Aetna Health 
2021-01-27 22:43:54,"The UI for this app is garbage. When you search for a new provider it gives you a very short list of specialties, doesn’t let you choose between outpatient and inpatient facilities, and doesn’t let you set a search distance. If it ain’t 10 miles or less from your house it won’t show up on the search.",1,False,kookuman,Lacking any features that would make finding a new provider easy,"{'id': 20738664, 'body': 'Hello kookuman. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. Look forward to hearing from you. Thanks! Rick G.', 'modified': '2021-01-29T19:18:21Z'}",Aetna Health 
2023-02-21 14:25:25,"I don’t know how hard it is to understand that 90% of the time users go to this app they want their ID card. Period. Everything else is nice, but that’s paramount - and guess what function isn’t working? Stop cramming in low value add functions until your app works flawlessly at the most basic need.",1,False,Steve@NJ,Frustrating when it should be easy,,Aetna Health 
